,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
759738,4449175_01072,Male,White,18.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
759814,4449175_01058,Male,White,24.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
759815,4449175_01058,Male,White,25.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
759827,4449175_01058,Male,White,40.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
759842,4449175_01060,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
759876,4449175_01059,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
759984,4449175_01058,Male,White,27.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
760011,4449175_01063,Male,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
760114,4449175_01061,Male,White,34.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
760145,4449175_01060,Male,White,26.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
760182,4449175_01062,Male,White,23.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
760188,4449175_01062,Male,White,31.0,Canada,Salesman,Yes,Yes,Yes,NorthAmerica,servant
760204,4449175_01061,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
760543,4449175_01173,Male,White,35.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant
760957,4449175_01162,Male,White,29.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
760960,4449175_01162,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
761015,4449175_01159,Male,White,30.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
761450,4449175_01191,Male,White,27.0,Australia,Dressmaker,Yes,Yes,,Oceania,Proprietor
761692,4449175_01177,Male,Chinese,37.0,China,Helper,Yes,Yes,,Aisa,Helper
762229,4449175_01132,Female,White,17.0,Canada,Stenographer,Yes,Yes,Yes,NorthAmerica,paperworker
762252,4449175_01134,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
762260,4449175_01134,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
762533,4449175_01117,Female,White,20.0,Cuba,Clerk,Yes,Yes,No,SouthAmerica,paperworker
762639,4449175_01124,Male,White,48.0,Nova Scotia,Clerk,Yes,Yes,,NorthAmerica,paperworker
762785,4449175_01122,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
763588,4449175_01145,Male,White,25.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
763665,4449175_01143,Female,White,22.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
763815,4449175_00931,Male,White,19.0,West Indies,Machinist,Yes,Yes,No,SouthAmerica,engineer
763821,4449175_00928,Male,White,21.0,South America,Clerk,Yes,Yes,,South America,paperworker
763920,4449175_00929,Male,White,26.0,Egypt,Clerk,Yes,Yes,,Africa,paperworker
763977,4449175_00935,Female,White,60.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
764152,4449175_00922,Female,White,38.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
764208,4449175_00923,Male,White,40.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
764478,4449175_00924,Female,White,29.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
764479,4449175_00924,Female,White,25.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
764600,4449175_00950,Female,White,32.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
764614,4449175_00949,Female,White,57.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
764800,4449175_00954,Male,White,30.0,Cuba,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
764826,4449175_00954,Male,White,36.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
764903,4449175_00955,Male,White,32.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
764908,4449175_00953,Male,White,24.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
764957,4449175_00952,Female,White,30.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
765001,4449175_00953,Male,White,21.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
765155,4449175_00936,Male,White,29.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
765518,4449175_00892,Female,Black,22.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
765590,4449175_00889,Male,White,26.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
765827,4449175_00893,Female,White,40.0,West Indies,Stenographer,Yes,Yes,,SouthAmerica,paperworker
765875,4449175_00894,Male,White,37.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
765903,4449175_00879,Male,White,33.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers
766203,4449175_00888,Male,White,31.0,Nova Scotia,Salesman,Yes,Yes,,NorthAmerica,servant
766590,4449175_00914,Male,White,39.0,Cuba,Salesman,Yes,Yes,,SouthAmerica,servant
766601,4449175_00917,Male,White,30.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant
766642,4449175_00917,Male,Black,43.0,West Indies,Carpenter,Yes,Yes,,SouthAmerica,Proprietor
766717,4449175_00913,Female,White,21.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
766754,4449175_00913,Male,White,45.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
766756,4449175_00913,Female,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
766983,4449175_00904,Male,Black,43.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
767005,4449175_00905,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
767429,4449175_01014,Male,White,29.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
767470,4449175_01015,Male,White,23.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
767698,4449175_00999,Male,White,16.0,West Indies,Helper,Yes,Yes,No,SouthAmerica,Helper
768054,4449175_01001,Male,Mulatto,28.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
768056,4449175_01001,Male,Black,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
768068,4449175_01001,Male,Mulatto,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
768152,4449175_01028,Male,White,24.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker
768198,4449175_01025,Male,White,27.0,West Indies,Bookkeeper,Yes,Yes,No,SouthAmerica,paperworker
768212,4449175_01025,Male,White,60.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant
768215,4449175_01025,Male,White,52.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant
768216,4449175_01025,Male,White,25.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
768241,4449175_01026,Male,White,,Canada,Packer,Yes,Yes,No,NorthAmerica,workers
768260,4449175_01026,Female,White,29.0,South America,Saleslady,Yes,Yes,No,South America,servant
768680,4449175_01018,Male,White,30.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
768728,4449175_01023,Male,White,22.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant
768730,4449175_01023,Male,White,21.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant
768905,4449175_01022,Male,White,25.0,Mexico,Clerk,Yes,Yes,No,SouthAmerica,paperworker
769025,4449175_00972,Male,White,56.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
769049,4449175_00972,Male,Mulatto,16.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker
769069,4449175_00969,Male,Black,47.0,West Indies,Driver,Yes,Yes,,SouthAmerica,servant
769128,4449175_00970,Male,Mulatto,25.0,West Indies,Packer,Yes,Yes,,SouthAmerica,workers
769344,4449175_00975,Male,White,21.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
769345,4449175_00975,Female,White,19.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
769504,4449175_00956,Male,White,33.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
769509,4449175_00957,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
769585,4449175_00957,Male,White,47.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
769610,4449175_00967,Male,Black,21.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
769625,4449175_00967,Male,Black,23.0,West Indies,Machinist,Yes,Yes,,SouthAmerica,engineer
769926,4449175_00986,Male,White,43.0,Newfoundland,Machinist,Yes,Yes,,NorthAmerica,engineer
770047,4449175_00994,Female,White,47.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
770057,4449175_00994,Male,White,42.0,Canada,Cook,No,No,,NorthAmerica,workers
770164,4449175_00992,Female,White,27.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
770195,4449175_00992,Male,White,29.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
770242,4449175_00992,Male,Mulatto,26.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
770550,4449175_00985,Female,White,40.0,Africa,Dressmaker,Yes,Yes,,Africa,Proprietor
770634,4449175_00983,Male,White,48.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant
770653,4449175_00983,Male,White,29.0,Australia,Salesman,Yes,Yes,,Oceania,servant
770657,4449175_00984,Male,White,40.0,Africa,Salesman,Yes,Yes,,Africa,servant
774356,4449175_00100,Male,White,43.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
775632,4449175_00073,Male,White,39.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
778278,4449806_00902,Female,White,39.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
778502,4449806_00890,Male,White,29.0,Asia,Helper,Yes,Yes,No,Aisa,Helper
782185,4449175_00278,Male,Chinese,53.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
782270,4449175_00278,Male,Chinese,49.0,China,Painter,Yes,Yes,,Aisa,artist
783818,4449175_00242,Male,White,36.0,Cuba,Cigar Maker,Yes,Yes,No,SouthAmerica,Proprietor
787197,4449175_00136,Male,Chinese,36.0,China,Salesman,Yes,Yes,No,Aisa,servant
789519,4449175_00200,Male,White,35.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
790001,4449175_00197,Male,White,26.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
790125,4449175_00196,Male,Chinese,38.0,China,Waiter,No,No,,Aisa,servant
790393,4449175_00220,Male,White,48.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant
799142,4449806_00073,Male,White,27.0,Cuba,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
799172,4449806_00072,Male,White,33.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
804313,4449806_00668,Male,Chinese,44.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
804314,4449806_00668,Male,Chinese,36.0,China,Presser,Yes,Yes,,Aisa,workers
812414,4449806_00593,Male,Chinese,53.0,China,Presser,Yes,Yes,,Aisa,workers
817200,4449995_01022,Male,White,61.0,Cuba,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
817203,4449995_01022,Female,White,18.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
817685,4449995_01013,Male,White,28.0,Argentina,Laborer,Yes,Yes,,SouthAmerica,workers
821584,4449806_00420,Male,Black,44.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
830461,4449175_00400,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
831934,4449806_00546,Male,White,27.0,Australia,Baker,Yes,Yes,,Oceania,Proprietor
837315,4449175_00469,Male,White,30.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
841298,4449175_00491,Male,Chinese,30.0,China,Laborer,No,No,,Aisa,workers
843362,4449175_00541,Female,Black,40.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
843363,4449175_00541,Female,Black,20.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
843423,4449175_00547,Male,Chinese,46.0,China,Waiter,No,No,,Aisa,servant
843424,4449175_00547,Male,Chinese,41.0,China,Waiter,No,No,,Aisa,servant
843480,4449175_00544,Female,White,19.0,Canada,Servant,Yes,Yes,No,NorthAmerica,servant
843481,4449175_00544,Female,White,30.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant
843739,4449175_00539,Male,White,44.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
843961,4449175_00557,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
845101,4449175_00504,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
845403,4449175_00532,Female,White,24.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
845404,4449175_00533,Female,White,18.0,Canada,Helper,Yes,Yes,No,NorthAmerica,Helper
845406,4449175_00533,Male,White,20.0,Canada,Packer,Yes,Yes,No,NorthAmerica,workers
845430,4449175_00533,Female,White,51.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
853510,4449806_00131,Female,White,18.0,Newfoundland,Stenographer,Yes,Yes,Yes,NorthAmerica,paperworker
856069,4449175_00345,Female,White,14.0,Cuba,Cook,Yes,Yes,,SouthAmerica,workers
856354,4449175_00337,Male,White,33.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
867711,4449174_00124,Male,White,50.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
872311,4449174_00167,Male,White,35.0,Mexico,Salesman,Yes,Yes,,SouthAmerica,servant
876970,4449995_01144,Male,White,25.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
877845,4449995_01150,Male,White,34.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor
881618,4449995_00381,Male,White,20.0,Australia,Tailor,Yes,Yes,No,Oceania,Proprietor
881619,4449995_00381,Male,White,42.0,Australia,Tailor,Yes,Yes,,Oceania,Proprietor
885389,4449995_00137,Male,Black,58.0,Africa,Laborer,Yes,Yes,,Africa,workers
888488,4449995_00236,Male,White,18.0,Palestine,Baker,Yes,Yes,No,Aisa,Proprietor
888512,4449995_00236,Male,White,17.0,Palestine,Operator,No,No,,Aisa,workers
897046,4449995_00482,Male,White,39.0,Australia,Tailor,Yes,Yes,,Oceania,Proprietor
903513,4449174_00919,Male,Chinese,28.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
903533,4449174_00919,Male,Chinese,42.0,China,Presser,Yes,Yes,,Aisa,workers
904444,4449174_00895,Male,Black,42.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
904446,4449174_00895,Female,Black,21.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
909543,4449174_00756,Male,White,21.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers
911137,4449174_01095,Female,White,17.0,Canada,Stenographer,Yes,Yes,Yes,NorthAmerica,paperworker
913199,4449806_00042,Female,White,81.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
916746,4449174_00975,Male,White,53.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
916816,4449174_00976,Male,Chinese,32.0,China,Laborer,Yes,Yes,Yes,Aisa,workers
917191,4449174_00934,Male,Chinese,45.0,China,Presser,No,No,,Aisa,workers
917481,4449174_00930,Male,White,31.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers
921498,4449174_00381,Male,White,44.0,Canada,Servant,Yes,Yes,No,NorthAmerica,servant
931854,4449174_00614,Male,White,29.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
931860,4449174_00614,Male,White,33.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
932750,4449174_00632,Male,White,36.0,Mexico,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
934245,4449174_00595,Male,White,28.0,Canada,Helper,Yes,Yes,,NorthAmerica,Helper
934483,4449174_00596,Male,White,33.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
934526,4449174_00596,Male,White,26.0,Africa,Salesman,Yes,Yes,,Africa,servant
935568,4449174_00678,Male,White,46.0,Australia,Waiter,Yes,Yes,,Oceania,servant
935971,4449174_00640,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
939738,4449174_00484,Male,Chinese,45.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
943168,4450087_00362,Male,White,35.0,Canada,Butcher,Yes,Yes,,NorthAmerica,Proprietor
943170,4450087_00362,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
943798,4450087_00400,Female,White,32.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
944027,4450087_00409,Male,Black,48.0,West Indies,Cook,,,,SouthAmerica,workers
944038,4450087_00409,Male,Black,47.0,Cuba,Cook,,,,SouthAmerica,workers
944251,4450087_00406,Female,White,38.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
944330,4450087_00390,Female,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
944344,4450087_00390,Female,White,19.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
944427,4450087_00390,Male,White,33.0,Asia,Machinist,Yes,Yes,,Aisa,engineer
944451,4450087_00390,Male,White,24.0,Asia,Porter,Yes,Yes,,Aisa,servant
944695,4450087_00397,Male,White,31.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant
945272,4450087_00332,Male,White,31.0,Mexico,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
946328,4450087_00352,Male,White,27.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
946556,4450087_00354,Male,White,22.0,Palestine,Salesman,Yes,Yes,,Aisa,servant
946558,4450087_00354,Female,White,20.0,Palestine,Stenographer,Yes,Yes,No,Aisa,paperworker
946559,4450087_00354,Female,White,24.0,Palestine,Servant,Yes,Yes,,Aisa,servant
946775,4450087_00333,Male,White,27.0,Mexico,Machinist,Yes,Yes,,SouthAmerica,engineer
949219,4450087_00559,Female,White,17.0,West Indies,Housework,Yes,Yes,No,SouthAmerica,servant
949557,4450087_00428,Male,Chinese,40.0,China,Proprietor,No,No,,Aisa,Proprietor
949562,4450087_00428,Female,White,62.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
949571,4450087_00428,Male,Chinese,22.0,China,Helper,No,No,,Aisa,Helper
949803,4450087_00434,Male,White,25.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
949990,4450087_00431,Female,White,34.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
950410,4450087_00420,Male,White,18.0,Canada,Helper,Yes,Yes,No,NorthAmerica,Helper
951501,4450087_00439,Male,White,30.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker
954215,4450087_00124,Male,White,19.0,Cuba,Machinist,Yes,Yes,,SouthAmerica,engineer
954439,4450087_00128,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
955768,4450087_00151,Female,White,28.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
959675,4450087_00220,Male,White,49.0,Cuba,Laborer,Yes,Yes,No,SouthAmerica,workers
959895,4450087_00248,Male,White,26.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
961839,4449904_00902,Male,White,26.0,Australia,Salesman,Yes,Yes,,Oceania,servant
963358,4450087_00821,Male,White,31.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
963490,4450087_00819,Male,White,38.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant
963496,4450087_00819,Male,White,35.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant
963565,4450087_00820,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
963593,4450087_00820,Male,White,26.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
963624,4450087_00820,Male,White,27.0,Mexico,Bookkeeper,Yes,Yes,,SouthAmerica,paperworker
963739,4450087_00832,Female,White,36.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
964222,4450087_00816,Female,White,32.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
964281,4450087_00816,Male,White,26.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
964282,4450087_00817,Male,White,56.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
964309,4450087_00817,Male,White,23.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
964315,4450087_00816,Male,White,26.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
964319,4450087_00816,Male,White,24.0,South America,Salesman,Yes,Yes,,South America,servant
965224,4450087_00835,Male,Black,33.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
965407,4450087_00844,Male,White,25.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
965433,4450087_00844,Male,White,28.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
965486,4450087_00846,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
965708,4450087_00457,Female,White,21.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
965709,4450087_00457,Male,White,23.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
966709,4450087_00448,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
966853,4450087_00495,Female,White,26.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
967309,4450087_00501,Male,White,49.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
967312,4450087_00502,Female,White,48.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker
967622,4450087_00483,Male,White,22.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
969905,4450087_01104,Female,White,38.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
969910,4450087_01028,Male,White,19.0,Africa,Salesman,Yes,Yes,No,Africa,servant
969955,4450087_01104,Female,White,35.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
970383,4450087_00642,Female,Black,25.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
970565,4450087_00647,Male,Chinese,28.0,China,Helper,No,No,,Aisa,Helper
970566,4450087_00647,Male,Chinese,52.0,China,Helper,No,No,,Aisa,Helper
970593,4450087_00647,Male,White,45.0,Cuba,Servant,Yes,Yes,,SouthAmerica,servant
970806,4450087_00646,Male,White,58.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
970815,4450087_00645,Male,Japanese,25.0,Japan,Laborer,Yes,Yes,,Aisa,workers
970824,4450087_00645,Female,White,29.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
970874,4450087_00628,Male,Chinese,24.0,China,Helper,No,No,No,Aisa,Helper
971047,4450087_00624,Female,Black,42.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
971058,4450087_00625,Male,Chinese,19.0,China,Helper,No,No,No,Aisa,Helper
971489,4450087_00664,Male,White,42.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
971498,4450087_00666,Male,White,31.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
971550,4450087_00666,Female,Black,30.0,Barbados,Servant,Yes,Yes,,SouthAmerica,servant
971844,4450087_00675,Male,White,17.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
971974,4450087_00672,Male,Black,25.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
972241,4450087_00652,Male,White,27.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
972498,4450087_00656,Male,White,25.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
972634,4450087_00590,Female,Mulatto,31.0,Japan,Clerk,Yes,Yes,,Aisa,paperworker
972727,4450087_00588,Female,Black,60.0,Cuba,Servant,Yes,Yes,,SouthAmerica,servant
972862,4450087_00596,Female,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
972868,4450087_00596,Female,White,37.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
972878,4450087_00596,Female,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
972886,4450087_00596,Female,White,33.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
973045,4450087_00593,Female,White,28.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
973560,4450087_00584,Male,White,52.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
