,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
56018,31776_4449715-00702,Male,Chinese,21.0,China,Salesman,Yes,Yes,,Aisa,servant
56019,31776_4449715-00702,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers
56020,31776_4449715-00702,Male,Chinese,49.0,China,Cook,Yes,Yes,,Aisa,workers
56107,31776_4449715-00719,Male,Chinese,49.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56108,31776_4449715-00719,Male,Chinese,33.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56113,31776_4449715-00719,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant
56114,31776_4449715-00719,Male,Chinese,40.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56115,31776_4449715-00719,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant
56116,31776_4449715-00719,Male,Chinese,28.0,China,Waiter,Yes,Yes,,Aisa,servant
56123,31776_4449715-00719,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
56125,31776_4449715-00719,Male,Chinese,46.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56126,31776_4449715-00719,Male,Chinese,37.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56132,31776_4449715-00718,Male,Chinese,39.0,China,Cook,Yes,Yes,,Aisa,workers
56133,31776_4449715-00718,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
56134,31776_4449715-00719,Male,Chinese,49.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56135,31776_4449715-00718,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
56136,31776_4449715-00718,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
56137,31776_4449715-00718,Male,Chinese,29.0,China,Salesman,Yes,Yes,,Aisa,servant
56138,31776_4449715-00718,Male,Chinese,27.0,China,Salesman,Yes,Yes,,Aisa,servant
56139,31776_4449715-00718,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant
56140,31776_4449715-00718,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
56141,31776_4449715-00718,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant
56142,31776_4449715-00718,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant
56143,31776_4449715-00718,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant
56147,31776_4449715-00719,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
56154,31776_4449715-00719,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
56164,31776_4449715-00719,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
56165,31776_4449715-00719,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant
56166,31776_4449715-00719,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
56167,31776_4449715-00719,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56169,31776_4449715-00719,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers
56170,31776_4449715-00719,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
56171,31776_4449715-00719,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
56172,31776_4449715-00719,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
56175,31776_4449715-00719,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers
56176,31776_4449715-00719,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers
56177,31776_4449715-00719,Male,Chinese,56.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56178,31776_4449715-00719,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant
56179,31776_4449715-00719,Male,Chinese,48.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
56180,31776_4449715-00719,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers
56181,31776_4449715-00719,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56182,31776_4449715-00719,Male,Chinese,51.0,China,Salesman,Yes,Yes,,Aisa,servant
56183,31776_4449715-00719,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
56184,31776_4449715-00718,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers
56185,31776_4449715-00718,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers
56186,31776_4449715-00718,Male,Chinese,42.0,China,Waiter,Yes,Yes,,Aisa,servant
56187,31776_4449715-00718,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers
56190,31776_4449715-00717,Male,Chinese,58.0,China,Porter,Yes,Yes,,Aisa,servant
56191,31776_4449715-00717,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers
56192,31776_4449715-00717,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56193,31776_4449715-00717,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers
56194,31776_4449715-00717,Male,Chinese,37.0,China,Waiter,Yes,Yes,,Aisa,servant
56196,31776_4449715-00717,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant
56201,31776_4449715-00717,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56202,31776_4449715-00717,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant
56203,31776_4449715-00717,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant
56209,31776_4449715-00717,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56210,31776_4449715-00717,Male,Chinese,46.0,China,Laborer,Yes,Yes,,Aisa,workers
56211,31776_4449715-00717,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
56216,31776_4449715-00717,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant
56217,31776_4449715-00717,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
56218,31776_4449715-00717,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
56219,31776_4449715-00717,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
56225,31776_4449715-00717,Male,Chinese,26.0,China,Salesman,Yes,Yes,,Aisa,servant
56229,31776_4449715-00718,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant
56230,31776_4449715-00718,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
56231,31776_4449715-00718,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant
56237,31776_4449715-00718,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers
56238,31776_4449715-00718,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
56244,31776_4449715-00718,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
56245,31776_4449715-00718,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers
56250,31776_4449715-00717,Male,Chinese,53.0,China,Porter,Yes,Yes,,Aisa,servant
56252,31776_4449715-00717,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
56253,31776_4449715-00717,Male,Chinese,26.0,China,Salesman,Yes,Yes,,Aisa,servant
56254,31776_4449715-00717,Male,Chinese,24.0,China,Salesman,Yes,Yes,,Aisa,servant
56255,31776_4449715-00717,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant
56256,31776_4449715-00718,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant
56257,31776_4449715-00718,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
56258,31776_4449715-00718,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56431,31776_4449715-00716,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
56438,31776_4449715-00711,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
56440,31776_4449715-00711,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
56446,31776_4449715-00712,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant
56447,31776_4449715-00712,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56448,31776_4449715-00712,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56450,31776_4449715-00712,Male,Chinese,20.0,China,Salesman,Yes,Yes,,Aisa,servant
56451,31776_4449715-00711,Male,Chinese,39.0,China,Cook,Yes,Yes,,Aisa,workers
56452,31776_4449715-00711,Male,Chinese,18.0,China,Waiter,Yes,Yes,,Aisa,servant
56453,31776_4449715-00711,Male,Chinese,60.0,China,Cook,Yes,Yes,,Aisa,workers
56454,31776_4449715-00711,Male,Chinese,59.0,China,Cook,Yes,Yes,,Aisa,workers
56455,31776_4449715-00711,Male,Chinese,56.0,China,Cook,Yes,Yes,,Aisa,workers
56456,31776_4449715-00711,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
56457,31776_4449715-00711,Male,Chinese,47.0,China,Waiter,Yes,Yes,,Aisa,servant
56458,31776_4449715-00711,Male,Chinese,31.0,China,Laborer,Yes,Yes,,Aisa,workers
56460,31776_4449715-00711,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
56461,31776_4449715-00711,Male,Chinese,55.0,China,Cook,Yes,Yes,,Aisa,workers
56462,31776_4449715-00711,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56463,31776_4449715-00711,Male,Chinese,34.0,China,Cook,Yes,Yes,,Aisa,workers
56464,31776_4449715-00711,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56465,31776_4449715-00711,Male,Chinese,43.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
56466,31776_4449715-00711,Male,Chinese,42.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
56467,31776_4449715-00711,Male,Chinese,41.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
56468,31776_4449715-00711,Male,Chinese,25.0,China,Waiter,Yes,Yes,,Aisa,servant
56469,31776_4449715-00711,Male,Chinese,20.0,China,Waiter,Yes,Yes,,Aisa,servant
56470,31776_4449715-00712,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant
56471,31776_4449715-00712,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant
56472,31776_4449715-00712,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers
56473,31776_4449715-00712,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
56478,31776_4449715-00712,Male,Chinese,56.0,China,Salesman,Yes,Yes,,Aisa,servant
56479,31776_4449715-00712,Male,Chinese,58.0,China,Salesman,Yes,Yes,,Aisa,servant
56480,31776_4449715-00712,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant
56481,31776_4449715-00712,Male,Chinese,51.0,China,Salesman,Yes,Yes,,Aisa,servant
56485,31776_4449715-00712,Male,Chinese,33.0,China,Salesman,Yes,Yes,,Aisa,servant
56486,31776_4449715-00712,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant
56487,31776_4449715-00712,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
56488,31776_4449715-00712,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant
56490,31776_4449715-00712,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
56496,31776_4449715-00712,Male,Chinese,42.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
56497,31776_4449715-00712,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
56498,31776_4449715-00712,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
56503,31776_4449715-00712,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers
56505,31776_4449715-00712,Male,Chinese,32.0,China,Cook,Yes,Yes,,Aisa,workers
56506,31776_4449715-00712,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56507,31776_4449715-00712,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56514,31776_4449715-00710,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
56515,31776_4449715-00710,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
56516,31776_4449715-00710,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
56517,31776_4449715-00710,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
56521,31776_4449715-00710,Male,Chinese,27.0,China,Salesman,Yes,Yes,,Aisa,servant
56523,31776_4449715-00710,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
56524,31776_4449715-00710,Male,Chinese,28.0,China,Waiter,Yes,Yes,,Aisa,servant
56525,31776_4449715-00710,Male,Chinese,26.0,China,Waiter,Yes,Yes,,Aisa,servant
56526,31776_4449715-00710,Male,Chinese,22.0,China,Waiter,Yes,Yes,,Aisa,servant
56527,31776_4449715-00710,Male,Chinese,29.0,China,Waiter,Yes,Yes,,Aisa,servant
56528,31776_4449715-00710,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers
56529,31776_4449715-00710,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers
56530,31776_4449715-00710,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
56531,31776_4449715-00710,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
56536,31776_4449715-00709,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56537,31776_4449715-00709,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56538,31776_4449715-00709,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers
56540,31776_4449715-00709,Male,Chinese,45.0,China,Servant,Yes,Yes,,Aisa,servant
56541,31776_4449715-00709,Male,Chinese,52.0,China,Servant,Yes,Yes,,Aisa,servant
56542,31776_4449715-00709,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
56545,31776_4449715-00710,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56546,31776_4449715-00710,Male,Chinese,29.0,China,Waiter,Yes,Yes,,Aisa,servant
56547,31776_4449715-00710,Male,Chinese,27.0,China,Waiter,Yes,Yes,,Aisa,servant
56548,31776_4449715-00710,Male,Chinese,25.0,China,Waiter,Yes,Yes,,Aisa,servant
56551,31776_4449715-00710,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
56552,31776_4449715-00712,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
56553,31776_4449715-00710,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
56560,31776_4449715-00711,Male,Chinese,52.0,China,Cook,Yes,Yes,,Aisa,workers
56561,31776_4449715-00711,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
56564,31776_4449715-00711,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
56565,31776_4449715-00711,Male,Chinese,30.0,China,Cook,Yes,Yes,,Aisa,workers
56566,31776_4449715-00711,Male,Chinese,32.0,China,Cook,Yes,Yes,,Aisa,workers
56571,31776_4449715-00711,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
56572,31776_4449715-00710,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant
56573,31776_4449715-00710,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant
56574,31776_4449715-00710,Male,Chinese,41.0,China,Laborer,Yes,Yes,,Aisa,workers
56576,31776_4449715-00710,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant
56577,31776_4449715-00710,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
56578,31776_4449715-00710,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
56579,31776_4449715-00710,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
56588,31776_4449715-00710,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
56589,31776_4449715-00710,Male,Chinese,41.0,China,Cook,Yes,Yes,,Aisa,workers
56591,31776_4449715-00710,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
56594,31776_4449715-00713,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
56595,31776_4449715-00713,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
56596,31776_4449715-00715,Male,Chinese,33.0,China,Waiter,Yes,Yes,,Aisa,servant
56597,31776_4449715-00715,Male,Chinese,31.0,China,Waiter,Yes,Yes,,Aisa,servant
56598,31776_4449715-00715,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56599,31776_4449715-00715,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant
56600,31776_4449715-00715,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
56601,31776_4449715-00715,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
56602,31776_4449715-00715,Male,Chinese,36.0,China,Cook,Yes,Yes,,Aisa,workers
56603,31776_4449715-00715,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
56604,31776_4449715-00715,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56612,31776_4449715-00715,Male,Chinese,33.0,China,Waiter,Yes,Yes,,Aisa,servant
56613,31776_4449715-00715,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant
56615,31776_4449715-00715,Male,Chinese,45.0,China,Waiter,Yes,Yes,,Aisa,servant
56616,31776_4449715-00715,Male,Chinese,45.0,China,Servant,Yes,Yes,,Aisa,servant
56618,31776_4449715-00715,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
56619,31776_4449715-00715,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
56623,31776_4449715-00715,Male,Chinese,55.0,China,Laborer,Yes,Yes,,Aisa,workers
56624,31776_4449715-00715,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
56625,31776_4449715-00715,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
56629,31776_4449715-00715,Male,Chinese,43.0,China,Cook,Yes,Yes,,Aisa,workers
56630,31776_4449715-00715,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
56631,31776_4449715-00715,Male,Chinese,44.0,China,Waiter,Yes,Yes,,Aisa,servant
56632,31776_4449715-00715,Male,Chinese,41.0,China,Cook,Yes,Yes,,Aisa,workers
56634,31776_4449715-00715,Male,Chinese,46.0,China,Servant,Yes,Yes,,Aisa,servant
56638,31776_4449715-00716,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant
56639,31776_4449715-00716,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
56646,31776_4449715-00716,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
56647,31776_4449715-00716,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant
56648,31776_4449715-00716,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
56649,31776_4449715-00716,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
56653,31776_4449715-00716,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant
56654,31776_4449715-00716,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers
56655,31776_4449715-00716,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers
56656,31776_4449715-00716,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
56661,31776_4449715-00716,Male,Chinese,51.0,China,Salesman,Yes,Yes,,Aisa,servant
56662,31776_4449715-00716,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers
56663,31776_4449715-00716,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
56664,31776_4449715-00716,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
56665,31776_4449715-00716,Male,Chinese,36.0,China,Laborer,Yes,Yes,,Aisa,workers
56671,31776_4449715-00716,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
56672,31776_4449715-00716,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
56673,31776_4449715-00716,Male,Chinese,52.0,China,Salesman,Yes,Yes,,Aisa,servant
56675,31776_4449715-00753,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
56676,31776_4449715-00715,Male,Chinese,44.0,China,Cook,Yes,Yes,,Aisa,workers
56677,31776_4449715-00715,Male,Chinese,52.0,China,Cook,Yes,Yes,,Aisa,workers
56680,31776_4449715-00713,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
56686,31776_4449715-00713,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56694,31776_4449715-00713,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
56696,31776_4449715-00713,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
56705,31776_4449715-00713,Male,Chinese,26.0,China,Waiter,Yes,Yes,,Aisa,servant
56707,31776_4449715-00713,Male,Chinese,40.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
56708,31776_4449715-00713,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
56709,31776_4449715-00713,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
56710,31776_4449715-00713,Male,Chinese,30.0,China,Waiter,Yes,Yes,,Aisa,servant
56711,31776_4449715-00713,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers
56712,31776_4449715-00713,Male,Chinese,31.0,China,Waiter,Yes,Yes,,Aisa,servant
56716,31776_4449715-00715,Male,Chinese,51.0,China,Cook,Yes,Yes,,Aisa,workers
56722,31776_4449715-00715,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
56723,31776_4449715-00715,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
56724,31776_4449715-00715,Male,Chinese,31.0,China,Salesman,Yes,Yes,,Aisa,servant
56726,31776_4449715-00714,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
56736,31776_4449715-00714,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56737,31776_4449715-00714,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
56738,31776_4449715-00714,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers
56754,31776_4449715-00714,Male,Chinese,48.0,China,Cook,Yes,Yes,,Aisa,workers
56755,31776_4449715-00714,Male,Chinese,49.0,China,Cook,Yes,Yes,,Aisa,workers
56757,31776_4449715-00753,Male,Chinese,45.0,China,Barber,Yes,Yes,,Aisa,Proprietor
56758,31776_4449715-00753,Male,Chinese,36.0,China,Barber,Yes,Yes,,Aisa,Proprietor
56759,31776_4449715-00753,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
56760,31776_4449715-00791,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
56761,31776_4449715-00791,Male,Chinese,32.0,China,Laborer,Yes,Yes,,Aisa,workers
56762,31776_4449715-00791,Male,Chinese,22.0,China,Laborer,Yes,Yes,,Aisa,workers
56763,31776_4449715-00791,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
56764,31776_4449715-00791,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
56766,31776_4449715-00791,Male,Chinese,29.0,China,Laborer,Yes,Yes,,Aisa,workers
56767,31776_4449715-00791,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
56768,31776_4449715-00791,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
56769,31776_4449715-00791,Male,Chinese,32.0,China,Laborer,Yes,Yes,,Aisa,workers
56772,31776_4449715-00791,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
56776,31776_4449715-00791,Male,Chinese,29.0,China,Laborer,Yes,Yes,,Aisa,workers
56777,31776_4449715-00791,Male,Chinese,46.0,China,Laborer,Yes,Yes,,Aisa,workers
56778,31776_4449715-00791,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
56779,31776_4449715-00791,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56780,31776_4449715-00790,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
56781,31776_4449715-00790,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56782,31776_4449715-00790,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
56783,31776_4449715-00790,Male,Chinese,58.0,China,Laborer,Yes,Yes,,Aisa,workers
56784,31776_4449715-00790,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
56785,31776_4449715-00790,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
56786,31776_4449715-00790,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
56787,31776_4449715-00791,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
56788,31776_4449715-00790,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56789,31776_4449715-00790,Male,Chinese,46.0,China,Laborer,Yes,Yes,,Aisa,workers
56790,31776_4449715-00790,Male,Chinese,55.0,China,Laborer,Yes,Yes,,Aisa,workers
56791,31776_4449715-00790,Male,Chinese,25.0,China,Laborer,Yes,Yes,,Aisa,workers
56792,31776_4449715-00790,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers
56793,31776_4449715-00790,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
56794,31776_4449715-00791,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56795,31776_4449715-00791,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
56796,31776_4449715-00790,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
56837,31776_4449715-00790,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56838,31776_4449715-00790,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
56839,31776_4449715-00790,Male,Chinese,36.0,China,Laborer,Yes,Yes,,Aisa,workers
56895,31776_4449715-00790,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers
56899,31776_4449715-00790,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
56901,31776_4449715-00790,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
56925,31776_4449715-00795,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56934,31776_4449715-00796,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56956,31776_4449715-00795,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
56957,31776_4449715-00795,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
56958,31776_4449715-00795,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
57364,31776_4449715-00786,Male,Chinese,50.0,China,Carpenter,Yes,Yes,,Aisa,Proprietor
58392,31776_4449715-00756,Male,Chinese,49.0,China,Waiter,Yes,Yes,,Aisa,servant
58393,31776_4449715-00756,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
58395,31776_4449715-00756,Male,Chinese,16.0,China,Clerk,Yes,Yes,,Aisa,paperworker
58397,31776_4449715-00756,Male,Chinese,31.0,China,Clerk,Yes,Yes,,Aisa,paperworker
