DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry,count
4449904_00109,Male,White,24.0,Australia,Waiter,Yes,Yes,,Oceania,servant,1
4449904_00104,Male,Black,27.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant,1
4449904_00112,Female,White,26.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00112,Female,White,19.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00111,Female,White,26.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00111,Male,White,51.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449904_00097,Male,White,42.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449904_00099,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00099,Male,White,28.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers,1
4449904_00100,Male,White,23.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist,1
4449904_00100,Female,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00531,Male,White,36.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers,1
4449904_00547,Male,White,28.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449904_00536,Female,White,18.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449904_00537,Male,White,39.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449904_00538,Female,White,30.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00538,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00535,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449904_00535,Male,Black,23.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant,1
4449904_00535,Female,Mulatto,19.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant,1
4449904_00536,Female,Black,20.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant,1
4449904_00541,Male,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449904_00489,Male,Black,35.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant,1
4449904_00505,Male,White,48.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449904_00510,Male,White,65.0,Canada,Laborer,Yes,Yes,No,NorthAmerica,workers,1
4449904_00513,Male,Black,24.0,West Indies,Operator,Yes,Yes,No,SouthAmerica,workers,1
4449904_00501,Male,White,24.0,West Indies,Packer,Yes,Yes,No,SouthAmerica,workers,1
4449904_00500,Male,Black,27.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant,1
4449904_00605,Male,Mulatto,41.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449904_00598,Male,White,50.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant,1
4449904_00362,Male,Chinese,30.0,China,Helper,Yes,Yes,,Aisa,Helper,1
4449904_00360,Male,White,34.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers,1
4449904_00367,Male,White,40.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant,1
4449904_00389,Male,White,52.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor,1
4449904_00395,Male,White,32.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449904_00396,Male,White,35.0,West Indies,Operator,Yes,Yes,,SouthAmerica,workers,1
4449904_00394,Female,White,50.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449904_00380,Male,White,53.0,Canada,Baker,Yes,Yes,,NorthAmerica,Proprietor,1
4449904_00380,Female,White,23.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers,1
4449904_00328,Male,White,34.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449904_00340,Female,White,18.0,Canada,Packer,Yes,Yes,No,NorthAmerica,workers,1
4449904_00346,Female,White,53.0,Canada,Helper,No,No,,NorthAmerica,Helper,1
4449904_00446,Female,White,20.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker,1
4449904_00451,Female,White,15.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449904_00440,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449904_00464,Male,Black,26.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant,1
4449904_00413,Male,Mulatto,21.0,West Indies,Salesman,Yes,Yes,No,SouthAmerica,servant,1
4449904_00413,Male,Mulatto,24.0,West Indies,Tailor,Yes,Yes,,SouthAmerica,Proprietor,1
4449904_00414,Female,Black,27.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor,1
4449904_00415,Male,Black,49.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant,1
4449904_00415,Female,Black,29.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers,1
4449904_00414,Female,Black,27.0,Jamaica,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor,1
4449904_00403,Female,White,19.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00770,Male,White,26.0,India,Clerk,Yes,Yes,,Aisa,paperworker,1
4449175_00770,Male,White,47.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00772,Male,White,24.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00771,Male,White,29.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00769,Male,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00759,Female,White,26.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00759,Male,White,21.0,Palestine,Clerk,Yes,Yes,No,Aisa,paperworker,1
4449175_00758,Male,Black,69.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant,1
4449175_00763,Male,Chinese,46.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
4449175_00765,Male,White,64.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00793,Male,White,30.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant,1
4449175_00793,Female,White,27.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant,1
4449175_00780,Male,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00781,Male,White,24.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_00779,Male,White,29.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant,1
4449175_00782,Male,Japanese,24.0,Japan,Salesman,Yes,Yes,,Aisa,servant,1
4449175_00782,Male,Japanese,25.0,Japan,Salesman,Yes,Yes,,Aisa,servant,1
4449175_00730,Male,Black,33.0,Barbados,Painter,Yes,Yes,,SouthAmerica,artist,1
4449175_00730,Female,Black,20.0,Barbados,Servant,Yes,Yes,No,SouthAmerica,servant,1
4449175_00730,Male,Mulatto,50.0,Barbados,Porter,Yes,Yes,,SouthAmerica,servant,1
4449175_00730,Female,Black,38.0,Barbados,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor,1
4449175_00730,Female,Black,40.0,Montana,Porter,Yes,Yes,,NorthAmerica,servant,1
4449175_00730,Male,Black,40.0,Montana,Porter,Yes,Yes,,NorthAmerica,servant,1
4449175_00730,Male,Black,30.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers,1
4449175_00730,Male,Black,35.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers,1
4449175_00730,Male,Black,40.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers,1
4449175_00736,Female,White,20.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00724,Male,Black,57.0,Africa,Servant,Yes,Yes,,Africa,servant,1
4449175_00721,Female,White,19.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00727,Female,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00750,Female,White,25.0,Nova Scotia,Operator,Yes,Yes,,NorthAmerica,workers,1
4449175_00737,Male,Black,26.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers,1
4449175_00737,Male,Black,35.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant,1
4449175_00739,Male,White,25.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_00852,Male,White,34.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00852,Female,White,46.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00849,Male,White,46.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_00849,Female,White,17.0,Canada,Saleslady,Yes,Yes,Yes,NorthAmerica,servant,1
4449175_00838,Male,White,40.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_00838,Male,White,28.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_00838,Female,White,28.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant,1
4449175_00844,Male,Black,28.0,West Indies,Laborer,Yes,No,,SouthAmerica,workers,1
4449175_00845,Female,White,27.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant,1
4449175_00844,Male,White,26.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00844,Male,White,21.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00844,Male,White,23.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_00862,Male,White,41.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant,1
4449175_00863,Male,White,34.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers,1
4449175_00814,Male,Black,35.0,West Indies,Porter,No,No,,SouthAmerica,servant,1
4449175_00814,Female,Black,35.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor,1
4449175_00814,Male,Black,36.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant,1
4449175_00814,Female,Black,25.0,West Indies,Presser,Yes,Yes,,SouthAmerica,workers,1
4449175_00814,Male,Black,28.0,West Indies,Machinist,Yes,Yes,,SouthAmerica,engineer,1
4449175_00804,Male,White,21.0,Canada,Helper,Yes,Yes,,NorthAmerica,Helper,1
4449175_00829,Male,White,41.0,Canada,Salesman,,,,NorthAmerica,servant,1
4449175_00822,Male,White,27.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00820,Female,White,45.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_00821,Male,Black,21.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant,1
4449175_00825,Male,White,42.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant,1
4449175_00616,Male,White,39.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00617,Male,White,36.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00601,Male,White,45.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00605,Female,White,31.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00632,Male,Mexican,22.0,Cuba,Waiter,Yes,Yes,,SouthAmerica,servant,1
4449175_00626,Male,White,24.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_00626,Male,White,22.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist,1
4449175_00626,Male,White,19.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant,1
4449175_00618,Male,White,47.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00620,Male,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00627,Female,White,18.0,Cuba,Stenographer,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_00628,Female,White,32.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_00628,Female,White,29.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_00629,Female,White,31.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_00574,Female,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00567,Male,White,31.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00595,Female,White,42.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00594,Female,Mulatto,40.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant,1
4449175_00596,Male,White,50.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00591,Male,White,54.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist,1
4449175_00593,Female,White,25.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant,1
4449175_00597,Male,White,20.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_00578,Female,White,16.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant,1
4449175_00587,Male,Chinese,49.0,China,Helper,No,No,,Aisa,Helper,1
4449175_00587,Male,Chinese,34.0,China,Helper,No,No,,Aisa,Helper,1
4449175_00587,Male,Chinese,20.0,China,Cigar Maker,No,No,,Aisa,Proprietor,1
4449175_00588,Male,Chinese,43.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor,1
4449175_00689,Female,White,38.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant,1
4449175_00687,Male,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00692,Male,White,44.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00684,Male,White,43.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00712,Male,White,28.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_00719,Male,White,38.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_00709,Female,White,29.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00658,Male,White,54.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449175_00642,Male,White,25.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00648,Female,White,36.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant,1
4449175_00672,Female,White,40.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00671,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00676,Male,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00677,Male,White,50.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00677,Male,White,37.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00674,Female,White,20.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00664,Male,White,47.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00664,Male,White,48.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00665,Male,White,24.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00666,Male,White,38.0,Canada,Driver,No,No,,NorthAmerica,servant,1
4449175_01086,Male,White,28.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01085,Male,White,32.0,Cuba,Machinist,Yes,Yes,,SouthAmerica,engineer,1
4449175_01094,Male,White,40.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01094,Male,White,33.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01092,Male,White,57.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01092,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant,1
4449175_01077,Female,White,16.0,Canada,Servant,Yes,Yes,No,NorthAmerica,servant,1
4449175_01075,Male,White,35.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer,1
4449175_01076,Female,White,34.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers,1
4449175_01076,Female,White,25.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist,1
4449175_01079,Female,White,50.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant,1
4449175_01106,Male,White,24.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01106,Male,White,50.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01115,Female,White,30.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01115,Male,White,38.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01096,Female,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01102,Male,White,21.0,Cuba,Clerk,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_01102,Male,White,18.0,Cuba,Clerk,Yes,Yes,Yes,SouthAmerica,paperworker,1
4449175_01102,Male,White,18.0,Cuba,Clerk,Yes,Yes,Yes,SouthAmerica,paperworker,1
4449175_01102,Male,White,41.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01049,Male,Chinese,33.0,China,Cook,No,No,,Aisa,workers,1
4449175_01054,Male,White,26.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01054,Female,White,28.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor,1
4449175_01053,Male,White,37.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01054,Male,White,23.0,Mexico,Stenographer,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01050,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01050,Male,White,50.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01040,Male,White,30.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01040,Male,White,25.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01040,Male,White,22.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01041,Male,White,31.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer,1
4449175_01046,Male,White,45.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01046,Male,White,32.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
4449175_01068,Male,Chinese,30.0,China,Cook,Yes,Yes,,Aisa,workers,1
4449175_01068,Male,Chinese,22.0,China,Cook,No,No,,Aisa,workers,1
4449175_01070,Female,White,40.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01069,Male,White,46.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01073,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant,1
4449175_01071,Male,White,76.0,Canada,Helper,Yes,Yes,,NorthAmerica,Helper,1
4449175_01072,Male,White,18.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant,1
4449175_01058,Male,White,24.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01058,Male,White,25.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_01058,Male,White,40.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_01060,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01059,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_01058,Male,White,27.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01063,Male,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_01061,Male,White,34.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01060,Male,White,26.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01062,Male,White,23.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01062,Male,White,31.0,Canada,Salesman,Yes,Yes,Yes,NorthAmerica,servant,1
4449175_01061,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01173,Male,White,35.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant,1
4449175_01162,Male,White,29.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449175_01162,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01159,Male,White,30.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant,1
4449175_01191,Male,White,27.0,Australia,Dressmaker,Yes,Yes,,Oceania,Proprietor,1
4449175_01177,Male,Chinese,37.0,China,Helper,Yes,Yes,,Aisa,Helper,1
4449175_01132,Female,White,17.0,Canada,Stenographer,Yes,Yes,Yes,NorthAmerica,paperworker,1
4449175_01134,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01134,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01117,Female,White,20.0,Cuba,Clerk,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_01124,Male,White,48.0,Nova Scotia,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_01122,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01145,Male,White,25.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01143,Female,White,22.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00931,Male,White,19.0,West Indies,Machinist,Yes,Yes,No,SouthAmerica,engineer,1
4449175_00928,Male,White,21.0,South America,Clerk,Yes,Yes,,South America,paperworker,1
4449175_00929,Male,White,26.0,Egypt,Clerk,Yes,Yes,,Africa,paperworker,1
4449175_00935,Female,White,60.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00922,Female,White,38.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00923,Male,White,40.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00924,Female,White,29.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00924,Female,White,25.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00950,Female,White,32.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00949,Female,White,57.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00954,Male,White,30.0,Cuba,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor,1
4449175_00954,Male,White,36.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00955,Male,White,32.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00953,Male,White,24.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00952,Female,White,30.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers,1
4449175_00953,Male,White,21.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00936,Male,White,29.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00892,Female,Black,22.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant,1
4449175_00889,Male,White,26.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00893,Female,White,40.0,West Indies,Stenographer,Yes,Yes,,SouthAmerica,paperworker,1
4449175_00894,Male,White,37.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00879,Male,White,33.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers,1
4449175_00888,Male,White,31.0,Nova Scotia,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00914,Male,White,39.0,Cuba,Salesman,Yes,Yes,,SouthAmerica,servant,1
4449175_00917,Male,White,30.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant,1
4449175_00917,Male,Black,43.0,West Indies,Carpenter,Yes,Yes,,SouthAmerica,Proprietor,1
4449175_00913,Female,White,21.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00913,Male,White,45.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant,1
4449175_00913,Female,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00904,Male,Black,43.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker,1
4449175_00905,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_01014,Male,White,29.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_01015,Male,White,23.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant,1
4449175_00999,Male,White,16.0,West Indies,Helper,Yes,Yes,No,SouthAmerica,Helper,1
4449175_01001,Male,Mulatto,28.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers,1
4449175_01001,Male,Black,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers,1
4449175_01001,Male,Mulatto,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers,1
4449175_01028,Male,White,24.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_01025,Male,White,27.0,West Indies,Bookkeeper,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_01025,Male,White,60.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant,1
4449175_01025,Male,White,52.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant,1
4449175_01025,Male,White,25.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_01026,Male,White,,Canada,Packer,Yes,Yes,No,NorthAmerica,workers,1
4449175_01026,Female,White,29.0,South America,Saleslady,Yes,Yes,No,South America,servant,1
4449175_01018,Male,White,30.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant,1
4449175_01023,Male,White,22.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant,1
4449175_01023,Male,White,21.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant,1
4449175_01022,Male,White,25.0,Mexico,Clerk,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_00972,Male,White,56.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist,1
4449175_00972,Male,Mulatto,16.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker,1
4449175_00969,Male,Black,47.0,West Indies,Driver,Yes,Yes,,SouthAmerica,servant,1
4449175_00970,Male,Mulatto,25.0,West Indies,Packer,Yes,Yes,,SouthAmerica,workers,1
4449175_00975,Male,White,21.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker,1
4449175_00975,Female,White,19.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker,1
4449175_00956,Male,White,33.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00957,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant,1
4449175_00957,Male,White,47.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor,1
4449175_00967,Male,Black,21.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant,1
4449175_00967,Male,Black,23.0,West Indies,Machinist,Yes,Yes,,SouthAmerica,engineer,1
4449175_00986,Male,White,43.0,Newfoundland,Machinist,Yes,Yes,,NorthAmerica,engineer,1
4449175_00994,Female,White,47.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers,1
